id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply
me8hf4aQ,True,1497330000000.0,1497330000000.0,75,mate,white,10+0,s-a,1868,pimpacho,1824,e4 e6 d4 g6 c4 Bg7 Nc3 a6 Be3 d6 f4 Qh4+ g3 Qd8 Nf3 Ne7 Bd3 b6 d5 exd5 cxd5 Bg4 h3 Bc8 Qd2 O-O O-O-O c5 g4 b5 f5 Qa5 Kb1 b4 Ne2 Nd7 Bh6 Nb6 Bxg7 Kxg7 Qg5 f6 Qh4 c4 Bc2 b3 axb3 cxb3 Bxb3 Qb5 Ned4 Qb4 g5 a5 gxf6+ Rxf6 Ng5 h6 Nde6+ Bxe6 Nxe6+ Kf7 fxg6+ Nxg6 Qxh6 Rh8 Qg7+ Ke8 Qxf6 Qxb3 Qxg6+ Kd7 Qg7+ Kc8 Qc7#,C00,French Defense: Normal Variation,3
K6LIk4Se,True,1497280000000.0,1497280000000.0,36,resign,white,10+15,oktay0007,1819,s-a,1881,e4 c5 Nc3 Nc6 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nxc6 bxc6 Bc4 a5 O-O Ba6 Qd3 Bxc4 Qxc4 g6 Qxc6+ Nd7 Nd5 Rc8 Qa4 Bg7 Be3 Bxb2 Bb6 Rc4 Qxc4 Nxb6 Nxb6 Bxa1 Qc6+ Kf8,B56,Sicilian Defense: Classical Variation,10
YvfEdSyq,True,1497280000000.0,1497280000000.0,77,resign,white,5+15,s-a,1871,gauder,1841,e4 e5 Nf3 Bc5 Bc4 d6 d3 Be6 Bxe6 fxe6 O-O Nf6 c3 Nbd7 a4 a6 Ng5 Qe7 Qb3 O-O-O Qxe6 Rde8 Qxe7 Rxe7 h3 h6 Nf3 g5 b4 Ba7 Be3 Bxe3 fxe3 g4 Nh4 gxh3 Ng6 hxg2 Nxe7+ Kd8 Kxg2 Kxe7 Nd2 Ng4 Rae1 b5 a5 h5 Rh1 Kf7 Nf3 Ndf6 Kf1 Kg6 Ke2 d5 Reg1 Kf7 d4 dxe4 Nxe5+ Nxe5 dxe5 Nd7 Rg5 h4 Rg4 Nxe5 Rxe4 Nc4 Rhxh4 Rxh4 Rxh4 Ke6 Rxc4 bxc4 b5,C40,King's Pawn Game: Busch-Gass Gambit,4
IrBSkx6x,True,1497280000000.0,1497280000000.0,33,resign,white,5+15,gauder,1828,s-a,1884,e4 c5 f4 Nc6 Nf3 Qc7 e5 e6 c3 d6 d4 cxd4 cxd4 dxe5 fxe5 Bb4+ Nc3 Nge7 Bd3 Nd5 Bd2 Bd7 O-O a6 Rc1 Bxc3 bxc3 b5 a3 Rc8 Ng5 h6 Nxf7,B21,Sicilian Defense: McDonnell Attack,3
SDaN3bln,True,1497280000000.0,1497280000000.0,56,resign,black,5+8,pavelkrnov,1727,s-a,1877,d4 Nf6 e3 d5 a3 c6 c4 Bf5 c5 Nbd7 f3 e5 b4 e4 Nc3 Be7 g4 Bg6 f4 h6 f5 Bh7 Nge2 Nxg4 Rg1 Bh4+ Ng3 Bxf5 Bh3 Nxe3 Bxe3 Bxh3 Qe2 Nf6 O-O-O Bg4 Qg2 Bxd1 Nxd1 Ng4 Nf5 Nxe3 Nfxe3 Bg5 Kc2 Bxe3 Nxe3 g6 Ng4 Qg5 Qf2 f5 Ne5 e3 Qf3 Qxg1,D00,Queen's Pawn Game #3,4
NbllyuAy,True,1497280000000.0,1497280000000.0,129,resign,black,45+15,s-a,1891,bezzer,1814,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 h3 Na5 c3 Nxb3 Qxb3 c5 d3 O-O Nbd2 Be6 Qd1 Qc7 Nf1 Rfe8 g4 Bf8 Ng3 g6 Kh2 Bg7 Rg1 d5 Nf5 gxf5 gxf5 dxe4 Bh6 Bxf5 Bxg7 Bg6 Bxf6 exf3 Qxf3 e4+ Qg3 Qxg3+ Rxg3 exd3 Rd1 Re2 Kg2 Kf8 c4 bxc4 Re3 Rxe3 fxe3 Re8 Kf2 Re6 Bc3 Bh5 Rf1 Be2 Rg1 Rg6 Rxg6 hxg6 Kg3 Ke7 Kf4 f6 h4 Ke6 e4 f5 exf5+ gxf5 Ke3 Kf7 Kf4 Kg6 a4 Bg4 a5 Kh5 Kg3 Be2 Bd2 Kg6 Bc3 Kf7 Kf4 Ke6 Ke3 Kd5 Bd2 Kc6 Kf4 Bg4 h5 Bxh5 Kxf5 Kb5 Ke5 Ka4 Kd5 Kb3 Kxc5 Bf7 Bc3 Kc2 Kb4 d2 Bxd2 Kxd2 Ka3 Kc2 Ka2 Be8 Ka1 Ba4 b3 Kxb3 Kb1,C88,Ruy Lopez: Closed,13
fmA8xiTS,True,1497280000000.0,1497280000000.0,53,resign,white,10+0,danielllos321,1650,s-a,1910,e4 c5 Nf3 e6 Nc3 Nc6 Bb5 Nge7 d4 cxd4 Nxd4 a6 Be2 Nxd4 Qxd4 Nc6 Qd3 Bc5 Be3 Nb4 Qd2 Bxe3 fxe3 Qh4+ g3 Qe7 e5 b5 Bf3 Rb8 O-O O-O a3 Nc6 Bxc6 dxc6 Ne4 Rd8 Nd6 f6 Rad1 fxe5 Nf5 exf5 Qxd8+ Qxd8 Rxd8+ Kf7 Rh8 h6 Rd1 Ke7 Rdd8,B40,Sicilian Defense: French Variation,4
O81o2L6O,True,1497270000000.0,1497280000000.0,22,resign,white,10+0,komarik,1968,s-a,1921,e4 c5 c3 d5 exd5 Qxd5 d4 cxd4 cxd4 Nc6 Be3 e5 Nc3 Bb4 Nf3 Bg4 Be2 exd4 O-O O-O-O Nxd5 dxe3,B22,Sicilian Defense: Alapin Variation |  Barmen Defense,6
DuU01NgO,True,1497270000000.0,1497270000000.0,51,resign,white,10+0,s-a,1907,bogdanoff,1946,e4 g6 d4 Bg7 c4 d6 Nc3 Nf6 Bd3 O-O Nf3 e6 h3 b6 Be3 Bb7 Qd2 Nc6 Bh6 Ne7 Bxg7 Kxg7 d5 e5 O-O-O h6 g4 g5 Rdg1 Ng6 h4 Nh7 hxg5 hxg5 Ne2 Nf4 Nxf4 exf4 e5 dxe5 Rxh7+ Kg8 Rgh1 c6 Qc3 f6 Nxe5 fxe5 Qxe5 Qf6 Rh8+,E77,King's Indian Defense: Six Pawns Attack,8
jlp0sgqZ,True,1497270000000.0,1497270000000.0,37,resign,white,10+0,s-a,1903,pogo123,1648,e4 e5 Nf3 Nc6 Bb5 Qe7 Nc3 Nf6 O-O Nd4 Nxd4 exd4 Nd5 Nxd5 exd5 Qc5 Ba4 Qxd5 d3 Be7 Re1 Qd6 Bg5 f6 Bd2 O-O Bb3+ Kh8 Re4 Bd8 Rh4 Qc5 a3 f5 Rh3 g6 Bb4,C60,Ruy Lopez: Vinogradov Variation,6
fsRCfZs8,True,1497270000000.0,1497270000000.0,30,resign,black,10+0,krobbi,1725,s-a,1896,e4 c5 c3 e6 d4 cxd4 cxd4 d5 Nc3 Bb4 e5 Nc6 Qg4 Kf8 Nf3 Nge7 Bg5 Qa5 Bd2 Nf5 Bd3 Nce7 Ng5 h5 Qf4 Qb6 Nf3 Ng6 Qg5 Be7,B22,Sicilian Defense: Alapin Variation,3
KA0F7d5x,True,1497270000000.0,1497270000000.0,89,resign,white,10+0,s-a,1894,patroclos1936,1506,e4 e5 Nf3 d6 Bc4 Be6 Bxe6 fxe6 d4 exd4 O-O e5 c3 dxc3 Nxc3 Nf6 Ng5 h6 Ne6 Qe7 Nd5 Nxd5 exd5 c6 Qh5+ Kd7 Qg4 Ke8 Qg6+ Kd7 Qg4 Ke8 Qh5+ Kd7 Bg5 g6 Qg4 hxg5 Nxf8+ Ke8 Nxg6 Qg7 Qc8+ Kf7 Nxh8+ Kf6 g4 Nd7 Qxa8 cxd5 Qxb7 Nc5 Qxg7+ Kxg7 Rfd1 d4 Rac1 Kxh8 Rxc5 dxc5 Kg2 Kg7 Kf3 Kf6 Ke4 Ke6 b4 cxb4 Rxd4 exd4 Kxd4 Kd6 Ke4 Ke6 f4 gxf4 Kxf4 a5 g5 a4 Ke4 b3 axb3 axb3 Kd3 Kf5 h4 Kg6 Kc3,C41,Philidor Defense #3,5
kn98dXeN,True,1497250000000.0,1497250000000.0,73,resign,white,10+0,s-a,1890,ikemat34,1617,e4 e5 Nf3 Nc6 Bb5 Nf6 O-O d6 c3 Bd7 Re1 Be7 d4 exd4 cxd4 h6 e5 dxe5 dxe5 Nd5 Qxd5 O-O Nc3 Qe8 Be3 Nb8 Bxd7 Nxd7 Rad1 Nb6 Qxb7 Qb8 Qxb8 Rfxb8 Bxb6 axb6 a3 Ra5 Rd5 Rxd5 Nxd5 Bc5 Nxc7 Rd8 Kf1 Rd7 Nb5 Kf8 b4 Be7 e6 fxe6 Rxe6 Rd5 Nbd4 Kf7 Rxb6 Bf6 Rxf6+ Kxf6 a4 Ke7 a5 Kd6 b5 Kc7 Ke2 Kd6 b6 Kc5 b7 Rd8 Ne6+,C66,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense,8
dD90S0Xp,True,1496590000000.0,1496590000000.0,114,mate,black,10+10,erik_manukyan,1522,bekzodjon,1727,e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d4 exd4 cxd4 Bb4+ Nc3 Nxe4 Ng5 Nxg5 Qe2+ Ne7 Bxg5 f6 Bd2 c6 d5 b5 d6 Bxd6 Ne4 Be5 Bb3 d5 Nc5 Bxb2 Rb1 Ba3 Ne6 Bxe6 Qxe6 Qd7 Qxd7+ Kxd7 g4 Rhe8 Kd1 Ng6 h4 Ne5 g5 Ng4 Rf1 Re7 Bc2 Kd6 Rb3 Bc5 Bxh7 Nxf2+ Kc2 Re2 Bd3 Nxd3 Kxd3 Rae8 Rc1 d4 Bb4 R2e3+ Kd2 Re2+ Kd1 Re1+ Bxe1 fxg5 hxg5 Re5 Bd2 Kd5 Bf4 Re4 Rf3 a5 Kd2 Bb4+ Kd3 c5 Bd6 c4+ Kc2 Bxd6 Rf5+ Kc6 g6 Rg4 Rb1 b4 Rxa5 Rg2+ Kd1 Rg1+ Kc2 d3+ Kb2 c3+ Ka1 Rxb1+ Kxb1 c2+ Kc1 Bf4+ Kb2 c1=Q+ Kb3 Qc3+ Ka4 Qa3#,C54,Italian Game: Giuoco Piano |  Greco's Attack,13
TKPSGcYB,True,1496580000000.0,1496590000000.0,107,mate,white,10+10,bekzodjon,1708,erik_manukyan,1528,e4 e6 d4 c5 c4 cxd4 Qxd4 Nc6 Qe3 Bb4+ Nc3 Nf6 a3 Bxc3+ Qxc3 e5 Bd3 d6 Ne2 Qb6 b4 Nd4 Be3 Ng4 Bxd4 exd4 Qxd4 Qxd4 Nxd4 Ne5 Be2 Kd7 f4 Nc6 Bg4+ Kd8 Nxc6+ bxc6 Bxc8 Rxc8 Rd1 Ke7 c5 dxc5 bxc5 Rhd8 Ke2 Rb8 Rxd8 Rxd8 Rd1 Rxd1 Kxd1 Ke6 Kc2 f5 Kd3 fxe4+ Kxe4 g6 g4 h6 a4 a5 h3 g5 f5+ Kf6 Kd4 Ke7 Ke5 Kf7 Kd6 Kf6 Kxc6 Ke5 Kb5 Kf6 c6 h5 c7 hxg4 hxg4 Ke5 c8=Q Kf4 Qc4+ Ke5 Kxa5 Kf6 Kb5 Ke5 Kc5 Kf6 Qe6+ Kg7 Kd5 Kf8 Ke5 Kg7 Qg6+ Kf8 Qh7 Ke8 Ke6 Kd8 Qd7#,C00,Queen's Pawn Game: Franco-Sicilian Defense,4
dbGUXGos,True,1496580000000.0,1496580000000.0,92,mate,black,10+5,bekzodjon,1744,carrotop,1770,e4 e5 Nf3 Nc6 Bc4 Bc5 d3 d6 Ng5 Qf6 O-O Nd8 Nc3 c6 Ne2 h6 Nf3 Bg4 Ng3 Ne7 c3 h5 h3 Bxf3 Qxf3 Qxf3 gxf3 f6 f4 h4 Ne2 Ng6 fxe5 fxe5 b4 Bb6 d4 exd4 cxd4 Nf7 f4 Nh6 f5 Ne7 Be6 g5 Kf2 g4 f6 g3+ Kg2 Ng6 a4 Nf8 Bg4 Nxg4 hxg4 Ne6 Bb2 Kf7 Kh3 Ng5+ Kg2 Nxe4 a5 Bd8 d5 h3+ Kf3 Nd2+ Ke3 Nxf1+ Rxf1 g2 Rf2 h2 Rxg2 h1=Q Rf2 Re8+ Kf4 Qe4+ Kg3 Qxd5 Nf4 Qb3+ Kg2 Re3 g5 Rg3+ Kf1 Qd1#,C50,Italian Game: Giuoco Pianissimo,7
y8NY6Zni,True,1496580000000.0,1496580000000.0,63,mate,white,10+5,carrotop,1759,bekzodjon,1790,e4 e5 Nc3 Bc5 f4 Qh4+ g3 Qf6 Nf3 exf4 d4 Bb4 Bxf4 d6 Bc4 h6 O-O Bg4 Nd5 Qd8 Nxb4 Nf6 e5 Nh5 exd6 Nxf4 gxf4 O-O dxc7 Qxc7 Bb3 Qxf4 Qd2 Qd6 Ne5 Be6 Bxe6 Qxe6 Qf4 Nd7 Nxd7 Qxd7 Rae1 a5 Nd3 Rad8 c3 b6 Ne5 Qd5 Re4 Qxa2 Ng4 Qxb2 Re7 f6 Nxh6+ gxh6 Qxh6 Rf7 Qg6+ Kf8 Qxf7#,C25,Vienna Game: Anderssen Defense,4
scN2qQfq,True,1496580000000.0,1496580000000.0,36,mate,black,15+20,aliakbarshareh,1750,bekzodjon,1741,e4 e5 Nf3 Nc6 Bc4 Bc5 O-O d6 h3 Qf6 c3 Nge7 d3 h6 Be3 Bxh3 gxh3 Bxe3 fxe3 Qg6+ Kf2 f5 Ke1 fxe4 dxe4 Qxe4 Bd3 Qxe3+ Be2 Rf8 Nbd2 d5 Ng1 Qg3+ Rf2 Qxf2#,C50,Giuoco Piano,6
OWd1G3jm,True,1496580000000.0,1496580000000.0,55,resign,white,5+7,bekzodjon,1686,horung,1681,e4 e5 Nf3 Nc6 Bc4 h6 c3 a6 a4 d6 Qb3 Qf6 Bd5 Na5 Qb4 Nc6 Bxc6+ bxc6 Qc4 Bd7 d4 Ne7 Be3 g6 Nbd2 Bg7 d5 c5 b4 cxb4 cxb4 c6 O-O O-O Qb3 cxd5 exd5 Nf5 Ne4 Qe7 Nfd2 Nd4 Bxd4 exd4 Rac1 Qh4 Rfe1 Be5 g3 Qh5 Nc4 Bh3 Nxe5 dxe5 Nf6+,C55,Italian Game: Anti-Fried Liver Defense,6
55NKPGPj,True,1496570000000.0,1496580000000.0,85,mate,white,30+10,gamesou,1840,bekzodjon,1732,e4 e5 Bc4 Bc5 Nc3 c6 d3 Qb6 Qf3 Nf6 Bd2 Qxb2 Qd1 Qb6 Qf3 Bd4 Rb1 Qc7 Nge2 b5 Bb3 a5 a4 b4 Nd1 Bb6 O-O d6 h3 Na6 Be3 Nc5 Nb2 Nxb3 Bxb6 Qxb6 cxb3 d5 Ng3 O-O Rfe1 Qd4 Ne2 Qb6 Ng3 Be6 Nf5 d4 Nc4 Bxc4 dxc4 Nd7 Qg4 g6 Nh6+ Kg7 Qh4 Nc5 Ng4 f5 Qe7+ Rf7 Qxe5+ Kf8 exf5 Rg7 f6 Rf7 Nh6 Qc7 Qxc5+ Re7 fxe7+ Ke8 Qxd4 Rb8 Qh8+ Kd7 e8=Q+ Rxe8 Qxe8+ Kd6 Rbd1+ Kc5 Qe3#,C20,Bishop's Opening: Boi Variation,4
47RJcEJR,True,1496570000000.0,1496570000000.0,118,resign,black,6+8,dleipold,1713,bekzodjon,1637,d4 d5 Bf4 Bf5 Nf3 e6 e3 Nf6 h3 Nh5 Bh2 Be4 Nfd2 Bg6 Be2 Nf6 f3 Bd6 g4 Bxh2 Rxh2 Qd6 Rg2 Qb4 b3 Nc6 c3 Qa5 h4 h6 Qc1 Bxb1 Nxb1 e5 Qa3 e4 Qxa5 Nxa5 Nd2 Nc6 g5 hxg5 hxg5 Rh1+ Bf1 exf3 Nxf3 Ne4 Rc1 O-O-O Nd2 Ne7 Nxe4 dxe4 Kd2 Nf5 Rf2 g6 Bg2 Rxc1 Kxc1 Nxe3 Bxe4 Nd5 Bxd5 Rxd5 Rxf7 Rxg5 Rf2 Rf5 Rg2 g5 Kd2 Kd7 Ke3 Ke6 c4 c6 a4 a5 Rg4 b6 Re4+ Kf6 Rg4 Kg6 Rg3 Kh5 Ke4 Kg6 Rg4 Kf6 Rg3 Rf1 Rf3+ Rxf3 Kxf3 Kf5 d5 cxd5 cxd5 Ke5 Kg4 Kxd5 Kxg5 Kc5 Kf4 Kb4 Ke4 Kxb3 Kd4 Kxa4 Kc4 b5+ Kc3 Ka3 Kc2 Ka2,D00,Queen's Pawn Game: Mason Attack,3
dKq8gYTk,True,1496570000000.0,1496570000000.0,55,mate,white,10+15,sansavoirvecu,1791,bekzodjon,1716,d4 d5 Nc3 c6 Bf4 Nd7 e4 dxe4 Nxe4 Nb6 Nf3 Bf5 Neg5 Nf6 Ne5 Bg6 Bd3 Qxd4 Bxg6 Qxd1+ Rxd1 fxg6 Ne6 Nbd5 c4 g5 Bg3 Rc8 cxd5 Nxd5 O-O h5 Ng6 Rh6 Nexf8 Kf7 h4 Rxg6 Nxg6 Kxg6 Rfe1 g4 Re6+ Kf5 Rde1 Nf6 R1e5+ Kg6 Rxe7 b5 Rg5+ Kh6 Rexg7 Ne4 R5g6#,D00,Queen's Pawn Game: Chigorin Variation,3
0LeqFhxc,False,1496570000000.0,1496570000000.0,135,draw,draw,15+5,bekzodjon,1716,bobby70,1763,e4 e6 d4 d6 f4 Nd7 Nf3 h6 e5 d5 Bb5 a6 Ba4 b5 Bb3 Bb7 c3 Ne7 a4 c5 Bc2 g6 b4 c4 axb5 axb5 Na3 Bc6 O-O Bg7 Bd2 f5 Nh4 O-O Rf3 Kh7 Rg3 Rg8 Qc1 Nb6 Bd1 Ra6 Qb2 Qa8 Bc1 h5 Nf3 Bh6 Ng5+ Bxg5 Rxg5 Rf8 Nc2 Rxa1 Nxa1 Na4 Qd2 Qa7 Nc2 Ra8 Ne1 Nb6 Nf3 Qa1 Bb2 Qa2 Nh4 Na4 Bc1 Qxd2 Bxd2 Nb2 Be2 Ra1+ Kf2 Nd3+ Bxd3 cxd3 Ke3 Rh1 h3 Rf1 Kxd3 Ra1 Ke2 Be8 g4 Rg1 Kf2 Rd1 Be1 Rd3 Nf3 hxg4 hxg4 Rd1 Nh4 Rd3 gxf5 Nxf5 Nxf5 gxf5 Rg2 Rh3 Ke2 Bh5+ Kd2 Bf3 Rg3 Rxg3 Bxg3 Be4 Ke3 Bc2 Be1 Bb3 Kf3 Kh6 Kg3 Kh5 Bd2 Bc4 Be3 Kg6 Kh4 Be2 Bd2 Bf3 Be1 Be2 Bf2 Bc4 Be3 Bd3 Bd2,C00,Rat Defense: Small Center Defense,4
MiwgmdxP,True,1496560000000.0,1496570000000.0,78,mate,black,20+0,bekzodjon,1804,viljamijii,1931,e4 c5 Bc4 e6 Nc3 Nc6 d3 Nf6 Bg5 Be7 Nf3 d5 exd5 exd5 Bxf6 dxc4 Bxe7 Qxe7+ Qe2 Qxe2+ Nxe2 cxd3 cxd3 Bg4 O-O-O Bxf3 gxf3 O-O-O Rhg1 g6 Rg5 f5 f4 Nb4 d4 Nxa2+ Kb1 Nb4 h4 Rhe8 Rd2 cxd4 h5 d3 Nc1 Rd6 b3 Re1 Kb2 Re4 hxg6 hxg6 Kc3 Rxf4 Nxd3 Nxd3 Rxd3 Rc6+ Kb2 Rxf2+ Ka3 a5 Ka4 b6 Rdg3 Rf4+ Ka3 Kb7 Rxg6 Rxg6 Rxg6 Rg4 Rf6 f4 Ka4 f3+ Kb5 Rb4#,B20,Sicilian Defense: Bowdler Attack,3
IOHtxlJ9,False,1496550000000.0,1496550000000.0,40,resign,black,10+3,jeff1983,1850,bekzodjon,1804,e4 e5 Nf3 Nc6 Bb5 Qf6 O-O Bc5 c3 a6 Ba4 b5 Bc2 d6 Re1 Nge7 h3 Qg6 Nh4 Qg3 d4 Qxh4 dxc5 dxc5 Nd2 O-O Nf3 Qf6 Bg5 Qe6 Be3 Rd8 Qe2 c4 Ng5 Qg6 f4 exf4 e5 Qxg5,C60,Ruy Lopez,5
jbGMdkj6,False,1496550000000.0,1496550000000.0,114,outoftime,draw,8+0,bekzodjon,1804,alejandro555,1779,e4 e6 d4 d5 e5 c5 c3 Qb6 Nf3 Nc6 Be2 cxd4 cxd4 Nge7 O-O Nf5 b3 Ncxd4 Nxd4 Qxd4 Qxd4 Nxd4 Bd3 a6 Be3 Bc5 Nc3 O-O Kh1 b6 Na4 Bd7 Nxc5 bxc5 Bxd4 cxd4 Rfd1 Bb5 Bxb5 axb5 Rxd4 Rfc8 Rb4 Rab8 a4 bxa4 Rxb8 Rxb8 bxa4 Ra8 a5 Kf8 Kg1 Ke7 f3 Kd7 Kf2 Kc6 Ke3 Ra7 Kd4 Kb5 g4 Rxa5 Rxa5+ Kxa5 h4 Kb5 f4 g6 h5 gxh5 gxh5 h6 f5 exf5 Kxd5 f4 Ke4 f3 Kxf3 Kc5 Kf4 Kd5 Kf5 Kd4 Kf6 Ke4 e6 fxe6 Kxe6 Kf4 Kf6 Kg4 Kg6 Kf4 Kxh6 Kf5 Kg7 Kg5 h6 Kh5 h7 Kg5 h8=Q Kf5 Kf7 Ke4 Qh5 Kd4 Ke6 Ke4 Qf5+ Kd4,C02,French Defense: Advance Variation #2,7
h4JUcUsl,True,1496510000000.0,1496510000000.0,68,mate,black,15+5,shangreela,1701,bekzodjon,1500,e4 e5 Nf3 Nc6 Nc3 Bc5 Na4 d6 Nxc5 dxc5 Bc4 Nf6 d3 Bg4 h3 Bxf3 Qxf3 Nd4 Qd1 b5 Bb3 c6 c3 Nxb3 Qxb3 h6 O-O a5 Be3 Qd6 Rad1 a4 Qc2 b4 c4 O-O f3 Nh5 Qf2 Nf4 Bxc5 Qg6 Bxf8 Nxh3+ Kh2 Nxf2 Rxf2 Rxf8 g4 Rd8 Rg2 Qf6 Rf2 Qf4+ Kg2 Qe3 Rfd2 c5 b3 a3 Kg3 Rd6 Kh4 Qxf3 Rg1 g5+ Kh5 Qh3#,C46,Three Knights Opening,5
sKnDmxDX,True,1496530000000.0,1496530000000.0,48,resign,black,30+0,generiklemons,1005,officiallyjochem,1140,e4 e5 Nf3 Nc6 Nc3 Bb4 Bb5 a6 Bxc6 bxc6 O-O Bxc3 bxc3 Nf6 Nxe5 Nxe4 Qh5 Qe7 Ba3 g6 Qf3 Qxe5 d4 Qf5 Qd3 d5 g4 Qxg4+ Kh1 Bf5 f3 Qf4 fxe4 Qxe4+ Qf3 h5 Qxe4+ Bxe4+ Kg1 Rg8 Rae1 O-O-O c4 Rde8 Rxf7 dxc4 Bd6 cxd6,C46,Three Knights Opening #2,6
TXRivHl6,True,1494800000000.0,1494800000000.0,29,resign,white,15+5,jordanc100,1148,generiklemons,1057,d4 d5 Bf4 Nc6 Nf3 Nf6 e3 Bg4 Be2 e5 dxe5 Ne4 Rf1 Bb4+ c3 Ba5 h3 Bxf3 Bxf3 Qh4 Qxd5 f5 Qe6+ Qe7 Qxf5 Nc5 b4 Nd3+ Qxd3,D00,Queen's Pawn Game: Mason Attack,3
h4gNnjPZ,True,1494200000000.0,1494200000000.0,14,resign,black,15+5,generiklemons,1142,vocka,1150,e4 e5 Nf3 d5 Bb5+ Nc6 Nc3 a6 b3 axb5 Nxb5 dxe4 Ng5 Ra5,C60,Ruy Lopez: Spanish Countergambit,6
KWF58BRR,True,1494130000000.0,1494130000000.0,61,mate,white,10+0,sorrowsea,1066,generiklemons,1326,e4 e5 Nf3 Nf6 Nc3 Nc6 Bb5 Nb4 Nxe5 Bc5 a3 c6 Bc4 b5 axb4 Bxb4 Bxf7+ Kf8 Ra5 Bxa5 b3 Qe7 Ba3 Qxa3 O-O d6 Nd3 Kxf7 Qf3 Bg4 Qf4 g5 Qxg5 h6 Qf4 Qa2 Rc1 Qa3 f3 Be6 e5 dxe5 Qxe5 c5 Nxb5 Bxd2 Qc7+ Kg6 Qxc5 Rac8 Ne5+ Kh5 g4+ Kh4 Qf2+ Kg5 Qxd2+ Kh4 Ng6+ Kh3 Qg2#,C48,Four Knights Game: Spanish Variation,7
Xs9aFTD1,True,1494130000000.0,1494130000000.0,59,mate,white,10+0,cicuta,1625,generiklemons,1384,e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d3 O-O Bg5 d5 exd5 Nb4 a3 Bg4 axb4 Bxb4 c3 Bc5 b4 Bd6 d4 Ne4 Bxd8 Raxd8 dxe5 Bxe5 Nbd2 Bxf3 Nxf3 Nxc3 Qe1 a6 Qxe5 b5 Bd3 Rde8 Qxc7 Nxd5 Qc6 Nxb4 Qc3 Nd5 Qb3 Nb6 Rxa6 Rb8 Bxb5 Nc8 Nd4 Re8 Nc6 Rb7 Ra8 Rbe7 Nxe7+ Nxe7 Rxe8#,C50,Giuoco Piano,6
CLyVimXY,False,1494110000000.0,1494110000000.0,9,resign,white,10+15,domi2017,1805,generiklemons,1384,e4 e5 Nf3 d6 Bc4 d5 exd5 Nc6 dxc6,C41,Philidor Defense #3,5
tDPWm76y,True,1494110000000.0,1494110000000.0,80,mate,black,3+8,generiklemons,1500,draaier,1644,e3 e5 Bc4 d5 Bd3 e4 Be2 Bb4 c3 Ba5 Na3 Nf6 Qa4+ Nc6 Bb5 Bb6 Ne2 Bd7 O-O O-O Nf4 Ng4 h3 Nge5 Nc2 Qg5 Nd4 a6 Be2 Nxd4 cxd4 Bxa4 h4 Qxh4 Nxd5 Nd3 g3 Qd8 Nc3 Bd7 f3 Nxc1 Rfxc1 exf3 Bxf3 Bc6 a4 Bxf3 Rf1 Bc6 Ra3 Qg5 Rf4 Qxg3+ Kf1 Bg2+ Ke2 Rfe8 Nd5 Rad8 Nc3 Qxf4 Kd3 Qf5+ Kc4 Qe6+ Kb4 c5+ dxc5 Bxc5+ Kxc5 Rc8+ Kb4 Qc4+ Ka5 Re5+ Kb6 Qc6+ Ka7 Qc5#,A00,Van't Kruijs Opening,1
Ek7Zc3k0,True,1504020000000.0,1504020000000.0,81,resign,black,30+5,greenedoutchess,1687,ardacankurt,1771,d4 d5 Bf4 Nf6 e3 Bf5 c3 e6 Nd2 Bd6 Bg3 O-O Ngf3 Bg4 Bd3 c5 Qc2 c4 Be2 b5 Bh4 Bf5 Qd1 a5 Ne5 Be7 g4 Bg6 g5 Nfd7 Bh5 Nxe5 dxe5 Bxh5 Qxh5 Nc6 Nf3 b4 Rg1 g6 Qh6 Re8 Rg3 Bf8 Qh5 gxh5 g6 Qc7 gxh7+ Kxh7 Bf6 Bh6 Ng5+ Bxg5 Rxg5 Kh6 O-O-O Rg8 h4 Rxg5 Bxg5+ Kg7 Rg1 Kh7 Bf6 Rg8 Bg5 Qxe5 Kd2 f6 f4 Qf5 cxb4 axb4 a4 fxg5 fxg5 Qf2+ Kd1 Qxg1+ Ke2,D00,Queen's Pawn Game: Mason Attack,3
